Date,Open,High,Low,Close,Volume,Entity,Up_shadow,Low_shadow,SMA_En5,SMA_US5,SMA_LS5,SMA_En2,SMA_US2,SMA_LS2,Year,Quarter,Month,DayOfWeek,SMA_5,SMA_10,SMA_30,SMA_90,EMA_5,EMA_10,EMA_13,TP,MA,MD,CCI,RSI_14,BB_Mid,BB_Upper,BB_Lower,Volume_SMA_5,Volume_SMA_10,L14,H14,%K,%D,VWAP,EMA_12,EMA_26,MACD,MACD_Signal,TR,ATR,+DM,-DM,+DI,-DI,ADX,MACD_Histogram,CMO,Williams %R,Bull Power,Bear Power,Keltner_Mid,Keltner_Upper,Keltner_Lower,Pivot,Resistance_1,Support_1,Resistance_2,Support_2,VPT,Volume_oscillator,OBV,predict,target
2024-11-26,155.0,156.0,154.5,155.0,7925944,0.0,1.0,0.5,-0.1,0.7,0.7,-1.0,0.75,0.25,2024,4,11,1,155.2,154.8,157.5,154.68,155.17,155.02,155.1,155.17,154.78,1.94,13.15,54.55,154.68,159.08,150.27,12103784.8,17260611.5,150.0,162.5,40.0,48.87,78.3,155.07,155.51,-0.44,-0.54,1.5,5.0,0.0,0.0,34.29,23.57,18.52,0.1,9.09,-60.0,0.9,-0.6,154.68,164.68,144.68,155.17,155.83,154.33,156.67,153.67,54471056.76,-0.01,1667436551,2,-1
2024-11-27,154.5,155.0,150.5,150.5,12960717,-4.0,0.5,0.0,-0.9,0.8,0.7,-2.0,0.75,0.25,2024,4,11,2,154.3,154.15,156.9,154.36,153.61,154.2,154.45,152.0,154.49,1.96,-84.79,41.79,154.28,158.67,149.88,11576083.0,15756774.8,150.0,162.5,4.0,30.67,78.33,154.37,155.14,-0.77,-0.58,4.5,4.82,0.0,0.0,30.37,23.7,12.33,-0.19,-16.42,-96.0,0.55,-3.95,154.28,163.92,144.63,152.0,153.5,149.0,156.5,147.5,54094777.87,-0.01,1654475834,2,1
2024-11-28,151.0,151.5,146.0,147.0,17213695,-4.0,0.5,1.0,-1.8,0.8,0.3,-4.0,0.5,0.5,2024,4,11,3,153.0,153.45,156.3,154.01,151.41,152.89,153.38,148.17,154.0,2.12,-183.73,38.36,153.78,159.05,148.5,12341457.0,15436146.7,146.0,162.5,6.06,16.69,78.37,153.23,154.53,-1.3,-0.73,5.5,4.89,0.0,0.0,27.74,17.52,22.58,-0.58,-23.29,-93.94,-1.88,-7.38,153.78,163.56,143.99,148.17,150.33,144.83,153.67,142.67,53694459.39,0.05,1637262139,2,1
2024-11-29,146.5,152.5,146.0,151.5,11663361,5.0,1.0,0.5,-1.0,0.7,0.4,0.5,0.75,0.75,2024,4,11,4,152.0,153.1,155.83,153.66,151.44,152.64,153.11,150.0,153.93,2.19,-119.74,42.31,153.65,159.02,148.28,12239484.2,14528991.2,146.0,162.5,33.33,14.46,78.4,152.97,154.31,-1.34,-0.85,6.5,4.96,1.0,0.0,28.78,17.27,25.0,-0.49,-15.38,-66.67,-0.61,-7.11,153.65,163.58,143.72,150.0,154.0,147.5,156.5,143.5,54051501.05,0.08,1648925500,2,1
2024-12-02,152.5,155.5,152.5,154.5,10592228,2.0,1.0,0.0,-0.2,0.8,0.4,3.5,1.0,0.25,2024,4,12,0,151.7,153.4,155.53,153.42,152.46,152.98,153.31,154.17,153.98,2.15,5.68,52.7,153.75,159.11,148.39,12071189.0,13809961.8,146.0,162.5,51.52,30.3,78.43,153.2,154.32,-1.12,-0.9,4.0,4.89,3.0,6.5,33.58,27.01,10.84,-0.22,5.41,-48.48,2.19,-0.81,153.75,163.54,143.96,154.17,155.83,152.83,157.17,151.17,54261248.14,0.07,1659517728,2,1
2024-12-03,157.0,159.0,154.5,155.0,17792446,-2.0,2.0,0.5,-0.6,1.0,0.4,0.0,1.5,0.25,2024,4,12,1,151.7,153.45,155.32,153.24,153.31,153.34,153.55,156.17,154.32,1.97,62.66,46.97,154.0,159.08,148.92,14044489.4,13074137.1,146.0,159.5,66.67,50.51,78.48,153.48,154.37,-0.9,-0.9,4.5,4.5,3.5,2.0,30.16,32.54,3.8,0.01,-6.06,-33.33,5.45,0.95,154.0,163.0,145.0,156.17,157.83,153.33,160.67,151.67,54318828.87,0.0,1677310174,2,1
2024-12-04,155.0,158.0,153.5,158.0,17757696,3.0,0.0,1.5,0.8,0.9,0.7,0.5,1.0,1.0,2024,4,12,2,153.2,153.75,155.12,153.18,154.87,154.19,154.19,156.5,154.52,1.94,67.99,56.06,154.3,159.59,149.01,15003885.2,13289984.1,146.0,159.5,88.89,69.02,78.52,154.17,154.64,-0.47,-0.82,4.5,4.46,0.0,0.0,30.4,32.8,3.8,0.35,12.12,-11.11,3.81,-0.69,154.3,163.23,145.37,156.5,159.5,155.0,161.0,152.0,54662526.21,-0.03,1695067870,2,1
2024-12-05,158.5,159.0,156.0,157.5,15844570,-1.0,0.5,1.5,1.4,0.9,0.8,1.0,0.25,1.5,2024,4,12,3,155.3,154.15,154.98,153.01,155.75,154.79,154.66,157.5,154.65,2.04,93.29,53.85,154.38,159.8,148.95,14730060.2,13535758.6,146.0,159.5,85.19,80.25,78.56,154.69,154.85,-0.17,-0.69,3.0,4.25,1.0,2.5,28.57,36.13,11.69,0.52,7.69,-14.81,4.34,1.34,154.38,162.88,145.88,157.5,159.0,156.0,160.5,154.5,54612385.17,-0.06,1679223300,2,1
2024-12-06,158.5,162.0,158.0,159.5,18621648,1.0,2.5,0.5,0.6,1.2,0.8,0.0,1.5,1.0,2024,4,12,4,156.9,154.45,155.0,153.06,157.0,155.65,155.35,159.83,154.81,2.16,154.85,62.9,154.57,160.45,148.7,16121717.6,14180600.9,146.0,162.0,84.38,86.15,78.61,155.43,155.2,0.23,-0.5,4.5,4.21,3.0,2.0,33.9,39.83,8.05,0.73,25.81,-15.62,6.65,2.65,154.57,163.0,146.15,159.83,161.67,157.67,163.83,155.83,54848850.54,-0.08,1697844948,2,1
2024-12-09,160.0,161.0,158.5,160.0,6646996,0.0,1.0,1.5,0.2,1.2,1.1,0.5,1.75,1.0,2024,4,12,0,158.0,154.85,154.93,153.13,158.0,156.44,156.02,159.83,154.97,2.29,141.68,59.65,154.7,160.94,148.46,15332671.2,13701930.1,146.0,162.0,87.5,85.69,78.63,156.13,155.55,0.58,-0.29,2.5,3.82,0.0,0.5,29.91,40.19,14.67,0.86,19.3,-12.5,4.98,2.48,154.7,162.34,147.06,159.83,161.17,158.67,162.33,157.33,54869687.52,-0.14,1704491944,2,0
2024-12-10,159.0,159.0,157.5,158.0,8874577,-1.0,0.0,0.5,0.4,0.8,1.1,-0.5,0.5,1.0,2024,4,12,1,158.6,155.15,154.83,153.16,158.0,156.72,156.3,158.17,155.21,2.32,84.98,55.0,154.98,161.29,148.66,13549097.4,13796793.4,146.0,162.0,75.0,82.29,78.66,156.42,155.74,0.68,-0.09,2.5,3.96,0.0,0.0,28.83,35.14,9.86,0.78,10.0,-25.0,2.7,1.2,154.98,162.9,147.05,158.17,158.83,157.33,159.67,156.67,54758755.3,-0.16,1695617367,2,1
2024-12-11,155.5,158.0,155.0,156.0,9879664,0.5,2.0,0.5,-0.1,1.2,0.9,-0.25,1.0,0.5,2024,4,12,2,158.2,155.7,154.75,153.22,157.33,156.59,156.26,156.33,155.16,2.28,34.41,54.1,154.93,161.18,148.67,11973491.0,13488688.1,146.0,162.0,62.5,75.0,78.68,156.35,155.75,0.6,0.04,3.0,3.82,0.0,0.0,29.91,36.45,9.86,0.55,8.2,-37.5,1.74,-1.26,154.93,162.57,147.28,156.33,157.67,154.67,159.33,153.33,54633696.27,-0.14,1685737703,2,1
2024-12-12,155.0,159.5,155.0,157.0,13779360,2.0,2.5,0.0,0.5,1.6,0.6,1.25,2.25,0.25,2024,4,12,3,158.1,156.7,154.75,153.26,157.22,156.67,156.36,157.17,155.31,2.3,53.94,50.88,155.07,161.39,148.76,11560449.0,13145254.6,146.0,162.0,68.75,68.75,78.72,156.45,155.85,0.61,0.16,4.5,3.82,1.5,0.0,25.23,26.17,1.82,0.45,1.75,-31.25,3.14,-1.36,155.07,162.72,147.43,157.17,159.33,154.83,161.67,152.67,54722025.5,-0.13,1699517063,2,1
2024-12-13,156.5,160.0,156.5,158.5,10490438,2.0,1.5,0.0,0.7,1.4,0.5,2.0,2.0,0.0,2024,4,12,4,157.9,157.4,154.9,153.43,157.65,157.0,156.67,158.33,155.43,2.39,81.13,54.24,155.25,161.74,148.76,9934207.0,13027962.3,146.0,162.0,78.12,69.79,78.75,156.77,156.04,0.72,0.27,3.5,3.89,0.5,1.5,24.77,27.52,5.26,0.45,8.47,-21.88,3.33,-0.17,155.25,163.04,147.46,158.33,160.17,156.67,161.83,154.83,54822252.61,-0.12,1710007501,2,1
2024-12-16,160.0,163.0,159.5,160.5,18050159,0.5,2.5,0.5,0.8,1.7,0.3,1.25,2.0,0.25,2024,4,12,0,158.0,158.0,155.17,153.77,158.6,157.64,157.22,161.0,155.85,2.41,142.27,59.02,155.7,162.34,149.06,12214839.6,13773755.4,146.0,163.0,85.29,77.39,78.8,157.34,156.37,0.97,0.41,4.5,4.11,3.0,3.0,28.7,31.3,4.35,0.56,18.03,-14.71,5.78,2.28,155.7,163.91,147.49,161.0,162.5,159.0,164.5,157.5,55050014.87,-0.08,1728057660,2,1
2024-12-17,159.0,160.5,157.0,158.0,13695399,-1.0,1.5,1.0,0.8,2.0,0.4,-0.25,2.0,0.75,2024,4,12,1,158.0,158.3,155.43,153.99,158.4,157.7,157.33,158.5,155.99,2.49,67.05,63.16,155.88,162.57,149.18,13179004.0,13364050.7,146.0,163.0,70.59,78.0,78.83,157.44,156.49,0.95,0.52,3.5,4.04,0.0,0.0,29.2,31.86,4.35,0.43,26.32,-29.41,3.17,-0.33,155.88,163.95,147.8,158.5,160.0,156.5,162.0,155.0,54836690.9,-0.07,1714362261,2,1
2024-12-18,159.0,162.0,159.0,161.0,11468832,2.0,1.0,0.0,1.1,1.8,0.3,0.5,1.25,0.5,2024,4,12,2,159.0,158.6,155.73,154.17,159.27,158.3,157.85,160.67,156.28,2.58,113.66,75.0,156.18,163.23,149.12,13496837.6,12735164.3,146.0,163.0,88.24,81.37,78.86,157.99,156.83,1.16,0.65,4.0,3.93,1.5,2.0,32.73,36.36,5.26,0.52,50.0,-11.76,4.15,1.15,156.18,164.03,148.32,160.67,162.33,159.33,163.67,157.67,55054453.53,-0.1,1725831093,2,1
2024-12-19,158.0,161.0,157.5,161.0,9710761,3.0,0.0,0.5,1.3,1.3,0.4,2.5,0.5,0.25,2024,4,12,3,159.8,158.95,155.9,154.42,159.84,158.79,158.3,159.83,156.64,2.46,86.38,70.21,156.55,163.8,149.3,12683117.8,12121783.4,152.5,163.0,80.95,79.93,78.89,158.45,157.14,1.32,0.78,3.5,3.71,0.0,0.0,32.69,38.46,8.11,0.54,40.43,-19.05,2.7,-0.8,156.55,163.98,149.12,159.83,162.17,158.67,163.33,156.33,55054453.53,-0.11,1725831093,2,1
2024-12-20,159.5,161.5,157.5,157.5,23462634,-2.0,2.0,0.0,0.5,1.4,0.4,0.5,1.0,0.25,2024,4,12,4,159.6,158.75,155.97,154.56,159.06,158.56,158.19,158.83,156.75,2.55,54.47,56.25,156.6,163.87,149.33,15277557.0,12605882.0,153.5,163.0,42.11,70.43,78.95,158.31,157.16,1.14,0.85,4.0,3.71,0.5,0.0,27.88,25.96,3.57,0.29,12.5,-57.89,3.31,-0.69,156.6,164.03,149.17,158.83,160.17,156.17,162.83,154.83,54544396.27,-0.07,1702368459,2,1
2024-12-23,158.5,162.5,158.5,160.5,9487301,2.0,2.0,0.0,0.8,1.3,0.3,0.0,2.0,0.0,2024,4,12,0,159.6,158.8,156.07,154.69,159.54,158.91,158.52,160.5,156.93,2.7,88.17,60.38,156.82,164.29,149.36,13564985.4,12889912.5,153.5,163.0,73.68,65.58,78.98,158.64,157.41,1.23,0.93,5.0,3.75,1.0,1.0,22.86,23.81,2.04,0.3,20.75,-26.32,3.98,-0.02,156.82,164.32,149.32,160.5,162.5,158.5,164.5,156.5,54725106.77,-0.07,1711855760,2,1
2024-12-24,162.0,166.5,162.0,164.5,14909199,2.5,2.0,0.0,1.5,1.4,0.1,2.25,2.0,0.0,2024,4,12,1,160.9,159.45,156.47,154.86,161.19,159.93,159.37,164.33,157.39,2.86,161.62,61.82,157.3,165.45,149.15,13807745.4,13493374.7,155.0,166.5,82.61,66.13,79.02,159.55,157.94,1.61,1.07,6.0,3.86,4.0,3.5,29.63,29.63,0.0,0.54,23.64,-17.39,7.13,2.63,157.3,165.01,149.59,164.33,166.67,162.17,168.83,159.83,55096675.59,-0.07,1726764959,2,0
2024-12-25,165.5,167.0,165.0,165.5,7794911,0.0,1.5,0.5,1.1,1.5,0.2,1.25,1.75,0.25,2024,4,12,2,161.8,160.4,156.75,154.97,162.63,160.94,160.25,165.83,158.08,2.87,180.23,64.29,158.05,166.33,149.77,13072961.2,13284899.4,155.0,167.0,87.5,81.26,79.04,160.46,158.5,1.96,1.25,2.5,3.82,0.5,3.0,28.97,30.84,3.13,0.72,28.57,-12.5,6.75,4.75,158.05,165.69,150.41,165.83,166.67,164.67,167.83,163.83,55144061.07,-0.08,1734559870,2,0
2024-12-26,165.5,166.0,163.5,165.0,5229495,-0.5,0.5,1.5,0.4,1.6,0.4,-0.25,1.0,1.0,2024,4,12,3,162.6,161.2,157.12,155.12,163.42,161.68,160.93,164.83,158.92,2.64,149.32,60.38,158.95,165.99,151.91,12176708.0,12429912.9,155.0,167.0,83.33,84.48,79.06,161.16,158.98,2.18,1.43,2.5,3.68,0.0,0.0,24.27,28.16,7.41,0.75,20.75,-16.67,5.07,2.57,158.95,166.31,151.59,164.83,166.17,163.67,167.33,162.33,55128261.99,-0.12,1729330375,2,0
2024-12-27,164.5,166.5,164.5,165.0,6158598,0.5,1.5,0.0,0.9,1.5,0.4,0.0,1.0,0.75,2024,4,12,4,164.1,161.85,157.45,155.25,163.95,162.28,161.51,165.33,159.68,2.52,149.67,59.62,159.62,166.23,153.02,8715900.8,11996728.9,155.0,167.0,83.33,84.72,79.08,161.75,159.42,2.33,1.61,2.0,3.64,0.5,1.0,25.49,29.41,7.14,0.72,19.23,-16.67,4.99,2.99,159.62,166.91,152.34,165.33,166.17,164.17,167.33,163.33,55128261.99,-0.08,1729330375,2,1
2024-12-30,164.0,166.0,163.5,163.5,8469357,-0.5,2.0,0.0,0.4,1.5,0.4,0.0,1.75,0.0,2024,4,12,0,164.7,162.15,157.85,155.36,163.8,162.5,161.79,164.33,160.19,2.53,109.13,60.78,160.07,166.44,153.71,8512312.0,11038648.7,155.0,167.0,70.83,79.17,79.1,162.02,159.73,2.29,1.75,2.5,3.64,0.0,0.0,25.49,29.41,7.14,0.55,21.57,-29.17,4.21,1.71,160.07,167.36,152.79,164.33,165.17,162.67,166.83,161.83,55051267.83,-0.06,1720861018,2,1
2024-12-31,162.0,163.0,161.0,162.0,5512390,0.0,1.0,1.0,-0.1,1.3,0.6,-0.25,1.5,0.5,2024,4,12,1,164.2,162.55,158.1,155.43,163.2,162.41,161.82,162.0,160.48,2.45,41.3,62.0,160.43,166.37,154.48,6632950.2,10220347.8,155.0,167.0,58.33,70.83,79.11,162.02,159.89,2.12,1.82,2.5,3.61,0.0,0.0,25.74,29.7,7.14,0.3,24.0,-41.67,1.18,-0.82,160.43,167.64,153.21,162.0,163.0,161.0,164.0,160.0,55000695.45,-0.06,1715348628,2,1
2025-01-02,161.5,163.0,160.0,160.5,7489059,-1.0,1.5,0.5,-0.3,1.3,0.6,-0.5,1.25,0.75,2025,1,1,3,163.2,162.5,158.28,155.52,162.3,162.06,161.63,161.17,160.72,2.31,12.99,56.86,160.55,166.38,154.72,6571779.8,9822370.5,156.5,167.0,38.1,55.75,79.13,161.78,159.94,1.84,1.83,3.0,3.5,0.0,0.0,23.47,30.61,13.21,0.02,13.73,-61.9,1.37,-1.63,160.55,167.55,153.55,161.17,162.33,159.33,164.17,158.17,54931352.31,-0.09,1707859569,2,1
2025-01-03,163.0,164.0,160.5,161.0,6061633,-2.0,1.0,0.5,-0.6,1.4,0.4,-1.5,1.25,0.5,2025,1,1,4,162.4,162.5,158.53,155.64,161.87,161.87,161.54,161.83,160.93,2.23,26.95,55.1,160.72,166.38,155.07,6738207.4,9457457.7,157.0,167.0,40.0,45.48,79.15,161.66,160.02,1.64,1.79,3.5,3.5,1.0,0.5,24.49,28.57,7.69,-0.15,10.2,-60.0,2.46,-1.04,160.72,167.72,153.72,161.83,163.17,159.67,165.33,158.33,54950235.9,-0.1,1713921202,2,1
2025-01-06,163.5,167.5,163.5,166.0,13477371,2.5,1.5,0.0,-0.2,1.4,0.4,0.25,1.25,0.25,2025,1,1,0,162.6,163.35,158.85,155.82,163.24,162.62,162.18,165.67,161.22,2.44,121.52,60.0,161.05,167.14,154.96,8201962.0,8458931.4,157.0,167.5,85.71,54.6,79.19,162.33,160.46,1.87,1.81,6.5,3.64,3.5,3.0,24.51,27.45,5.66,0.06,20.0,-14.29,5.32,1.32,161.05,168.34,153.76,165.67,167.83,163.83,169.67,161.67,55368787.79,-0.14,1727398573,2,1
2025-01-07,169.5,178.0,168.0,175.0,33178007,5.5,3.0,1.5,1.0,1.6,0.7,4.0,2.25,0.75,2025,1,1,1,164.9,164.8,159.48,156.12,167.16,164.87,164.01,173.67,161.92,3.07,255.43,75.0,161.8,170.48,153.12,13143692.0,10828002.0,157.5,178.0,85.37,70.36,79.29,164.28,161.54,2.74,1.99,12.0,4.25,10.5,4.5,38.66,31.09,10.84,0.75,50.0,-14.63,13.99,3.99,161.8,170.3,153.3,173.67,179.33,169.33,183.67,163.67,57167595.4,-0.08,1760576580,2,-1
2025-01-08,175.0,175.0,171.0,171.5,18070131,-3.5,0.0,0.5,0.3,1.4,0.6,1.0,1.5,1.0,2025,1,1,2,166.8,165.5,160.03,156.39,168.61,166.08,165.08,172.5,162.63,3.54,185.64,65.22,162.48,171.98,152.97,15655240.2,11144095.2,157.5,178.0,68.29,79.79,79.35,165.39,162.28,3.11,2.22,4.0,4.25,0.0,3.0,36.13,32.77,4.88,0.9,30.43,-31.71,9.92,5.92,162.48,170.98,153.98,172.5,174.0,170.0,176.5,168.5,56806192.78,-0.05,1742506449,0,-1
2025-01-09,172.5,174.0,165.5,166.0,12566692,-6.5,1.5,0.5,-0.8,1.4,0.6,-5.0,0.75,0.5,2025,1,1,3,167.9,165.55,160.55,156.54,167.74,166.06,165.21,168.5,163.24,3.58,97.85,56.25,162.98,172.09,153.86,16670766.8,11621273.3,157.5,178.0,41.46,65.04,79.39,165.48,162.55,2.93,2.36,8.5,4.61,0.0,0.0,33.33,30.23,4.88,0.57,12.5,-58.54,8.79,0.29,162.98,172.19,153.76,168.5,171.5,163.0,177.0,160.0,56403179.34,-0.03,1729939757,0,-1
2025-01-10,165.0,170.0,165.0,168.5,10736840,3.5,1.5,0.0,0.3,1.5,0.5,-1.5,1.5,0.25,2025,1,1,4,169.4,165.9,161.27,156.73,167.99,166.51,165.68,167.83,163.78,3.51,77.12,64.1,163.55,172.52,154.58,17605808.2,12172007.8,158.5,178.0,51.28,53.68,79.42,165.95,162.99,2.96,2.48,5.0,4.68,0.0,0.0,32.06,29.77,3.7,0.48,28.21,-48.72,4.32,-0.68,163.55,172.91,154.19,167.83,170.67,165.67,172.83,162.83,56564878.73,-0.1,1740676597,0,1
2025-01-13,166.0,167.5,161.5,162.5,15554342,-3.5,1.5,1.0,-0.9,1.5,0.7,0.0,1.5,0.5,2025,1,1,0,168.7,165.65,161.63,156.83,166.16,165.78,165.23,163.83,164.05,3.23,-4.47,52.38,163.75,172.42,155.08,18021202.4,13111582.2,160.0,178.0,13.89,35.54,79.46,165.42,162.96,2.46,2.48,7.0,4.82,0.0,0.0,29.63,27.41,3.9,-0.01,4.76,-86.11,2.27,-3.73,163.75,173.39,154.11,163.83,166.17,160.17,169.83,157.83,56011014.92,-0.06,1725122255,1,-1
2025-01-14,160.5,163.5,160.0,161.0,13483329,0.5,2.5,0.5,-1.9,1.4,0.5,-1.5,2.0,0.75,2025,1,1,1,165.9,165.4,161.85,156.92,164.44,164.91,164.62,161.5,164.08,3.21,-53.51,45.57,163.78,172.41,155.14,14082266.8,13612979.4,160.0,178.0,5.56,23.58,79.5,164.74,162.81,1.93,2.37,3.5,4.64,0.0,0.0,24.62,23.08,3.23,-0.44,-8.86,-94.44,-1.12,-4.62,163.78,173.06,154.49,161.5,163.0,159.5,165.0,158.0,55886553.43,-0.06,1711638926,0,1
2025-01-15,161.0,164.0,159.5,161.5,12087372,0.5,2.5,1.5,-1.1,1.9,0.7,0.5,2.5,1.0,2025,1,1,2,163.9,165.35,162.07,157.03,163.46,164.29,164.18,161.67,164.23,3.05,-56.1,44.87,163.95,172.23,155.67,12885715.0,14270477.6,159.5,178.0,10.81,10.09,79.53,164.24,162.71,1.53,2.2,4.5,4.79,0.5,0.0,23.88,17.91,14.29,-0.67,-10.26,-89.19,-0.18,-4.68,163.95,173.52,154.38,161.67,163.83,159.33,166.17,157.17,55924091.85,-0.03,1723726298,2,1
2025-01-16,166.5,169.0,165.0,165.0,16659797,-1.5,2.5,0.0,-0.1,2.1,0.6,-0.5,2.5,0.75,2025,1,1,3,163.7,165.8,162.3,157.27,163.97,164.42,164.29,166.33,164.52,2.99,40.57,50.0,164.15,172.32,155.98,13704336.0,15187551.4,159.5,178.0,29.73,15.37,79.58,164.36,162.88,1.47,2.05,7.5,5.14,5.0,5.5,29.17,24.31,9.09,-0.58,0.0,-70.27,4.71,0.71,164.15,174.44,153.86,166.33,167.67,163.67,170.33,162.33,56285140.08,0.05,1740386095,2,-1
2025-01-17,166.5,167.0,163.5,166.0,13230814,-0.5,0.5,2.5,-0.9,1.9,1.1,-1.0,1.5,1.25,2025,1,1,4,163.2,166.3,162.58,157.52,164.65,164.71,164.54,165.5,164.8,2.8,16.67,51.16,164.4,172.47,156.33,14203130.8,15904469.5,159.5,178.0,35.14,25.23,79.62,164.61,163.11,1.5,1.94,3.5,5.25,0.0,0.0,27.89,22.45,10.81,-0.45,2.33,-64.86,2.46,-1.04,164.4,174.9,153.9,165.5,167.5,164.0,169.0,162.0,56365326.83,0.07,1753616909,2,-1
2025-01-20,166.5,173.0,166.5,172.0,15717035,5.5,1.0,0.0,0.9,1.8,0.9,2.5,0.75,1.25,2025,1,1,0,165.1,166.9,163.0,157.86,167.1,166.03,165.6,170.5,165.38,2.79,122.34,58.95,165.12,173.19,157.06,14235669.4,16128435.9,159.5,178.0,67.57,44.14,79.66,165.75,163.77,1.97,1.95,7.0,5.57,6.0,3.0,33.97,25.0,15.22,0.03,17.89,-32.43,7.4,0.9,165.12,176.27,153.98,170.5,174.5,168.0,177.0,164.0,56933412.43,0.09,1769333944,2,-1
2025-01-21,171.0,173.0,170.5,172.0,9913674,1.0,1.0,0.5,1.0,1.5,0.9,3.25,1.0,0.25,2025,1,1,1,167.3,166.6,163.4,158.19,168.73,167.12,166.52,171.83,165.95,2.95,132.88,60.87,165.7,174.01,157.39,13521738.4,13802002.6,159.5,178.0,67.57,56.76,79.69,166.71,164.38,2.33,2.02,2.5,5.57,0.0,4.0,33.97,30.13,6.0,0.3,21.74,-32.43,6.48,3.98,165.7,176.84,154.56,171.83,173.17,170.67,174.33,169.33,56933412.43,0.11,1769333944,2,-1
2025-01-22,175.0,178.5,172.0,177.0,24305294,2.0,1.5,3.0,1.3,1.3,1.2,1.5,1.25,1.75,2025,1,1,2,170.4,167.15,164.03,158.55,171.49,168.91,168.02,175.83,166.52,3.5,177.34,66.67,166.32,176.02,156.63,15965322.8,14425518.9,159.5,178.5,92.11,75.75,79.77,168.29,165.32,2.98,2.21,6.5,5.82,5.5,1.5,39.26,30.67,12.28,0.76,33.33,-7.89,10.48,3.98,166.32,177.97,154.68,175.83,179.67,173.17,182.33,169.33,57639961.68,0.17,1793639238,0,-1
2025-02-03,161.0,166.0,160.0,161.0,37477086,0.0,5.0,1.0,1.6,1.8,1.4,1.0,3.25,2.0,2025,1,2,0,169.6,166.65,164.2,158.76,167.99,167.48,167.01,162.33,166.35,3.62,-73.94,50.0,166.1,176.08,156.12,20128780.6,16916558.3,159.5,178.5,7.89,55.86,79.87,167.17,165.0,2.17,2.21,17.0,6.79,0.0,0.0,32.63,25.79,11.71,-0.03,0.0,-92.11,-1.01,-7.01,166.1,179.67,152.53,162.33,164.67,158.67,168.33,156.33,54252202.49,0.25,1756162152,2,1
2025-02-04,161.5,163.0,157.0,157.5,20092620,-4.0,1.5,0.5,0.9,2.0,1.0,-2.0,3.25,0.75,2025,1,2,1,167.9,165.55,164.22,158.87,164.49,165.66,165.65,159.17,166.07,3.85,-119.58,43.31,165.72,176.42,155.03,21501141.8,17852136.3,157.0,178.5,2.33,34.11,79.93,165.68,164.44,1.24,2.01,6.0,6.75,0.0,0.0,29.1,22.75,12.24,-0.77,-13.39,-97.67,-2.65,-8.65,165.72,179.22,152.22,159.17,161.33,155.33,165.17,153.17,53815406.41,0.28,1736069532,2,1
2025-02-05,159.5,163.0,159.5,161.5,14165783,2.0,1.5,0.0,0.2,2.1,1.0,-1.0,1.5,0.25,2025,1,2,2,165.8,165.45,164.32,159.03,163.5,164.9,165.06,161.33,165.87,4.01,-75.43,38.46,165.55,176.41,154.69,21190891.4,17713280.4,157.0,178.5,20.93,10.38,79.96,165.04,164.22,0.82,1.77,5.5,6.29,0.0,2.5,19.32,22.16,6.85,-0.96,-23.08,-79.07,-2.06,-5.56,165.55,178.12,152.98,161.33,163.17,159.67,164.83,157.83,54175172.32,0.18,1750235315,2,1
2025-02-06,161.5,164.5,161.0,161.0,8656041,-0.5,3.0,0.0,-0.1,2.5,0.9,0.75,2.25,0.0,2025,1,2,3,163.6,165.45,164.33,159.11,162.66,164.19,164.48,162.17,165.76,4.09,-58.5,40.54,165.42,176.44,154.41,20939364.8,17230551.6,157.0,178.5,18.6,13.95,79.99,164.42,163.98,0.43,1.51,3.5,6.25,1.5,1.5,21.14,20.57,1.37,-1.07,-18.92,-81.4,0.02,-3.48,165.42,177.92,152.93,162.17,163.33,159.83,165.67,158.67,54148373.43,0.14,1741579274,2,1
2025-02-07,161.0,165.5,161.0,164.5,15747224,3.5,1.0,0.0,0.2,2.4,0.3,1.5,2.0,0.0,2025,1,2,4,161.1,165.75,164.55,159.24,163.28,164.25,164.48,163.67,165.84,4.03,-36.01,48.6,165.55,176.46,154.64,19227750.8,17596536.8,157.0,178.5,34.88,24.81,80.03,164.43,164.02,0.41,1.29,4.5,5.96,1.0,0.0,23.35,21.56,4.0,-0.88,-2.8,-65.12,1.02,-3.48,165.55,177.48,153.62,163.67,166.33,161.83,168.17,159.17,54490704.39,0.14,1757326498,2,1
2025-02-10,163.0,168.0,162.0,166.5,19546373,3.5,1.5,1.0,0.9,1.7,0.3,3.5,1.25,0.5,2025,1,2,0,162.2,165.9,164.73,159.41,164.35,164.66,164.77,165.5,166.06,3.85,-9.66,48.11,165.85,176.5,155.2,15641608.2,17885194.4,157.0,178.5,44.19,32.56,80.08,164.75,164.21,0.54,1.14,6.0,6.04,2.5,1.0,26.04,22.49,7.32,-0.59,-3.77,-55.81,3.23,-2.77,165.85,177.92,153.78,165.5,169.0,163.0,171.5,159.5,54728350.26,0.2,1776872871,2,1
